seqnames	start	end	strand	gene_id	symbol
chr2	32050946	32051008	+	102466844	Mir7674
chr2	32095651	32110820	+	227721	Plpp7
chr2	32151148	32234537	+	227723	Prrc2b
chr2	32236683	32255005	+	99011	Pomt1
chr2	32255002	32260105	-	22245	Uck1
chr2	32278805	32288069	-	72931	Swi5
chr2	32288253	32307921	+	99412	Golga2
chr2	32308471	32353329	-	13429	Dnm1
chr2	32318265	32318343	+	104795665	Gm23363
chr2	32318460	32318569	+	387239	Mir199b
chr2	32363010	32378313	+	68379	Ciz1
chr2	32379101	32381915	-	73737	1110008P14Rik
chr2	32384637	32387739	-	16819	Lcn2
chr2	32395890	32402740	+	96979	Ptges2
chr2	32414487	32451470	-	227731	Slc25a25
chr2	32450457	32455476	+	71254	Naif1
chr2	32535359	32569750	+	98952	Fam102a
chr2	32570858	32573571	+	13481	Dpm2
chr2	32575819	32583779	+	227733	Pip5kl1
chr2	32587078	32599696	+	20448	St6galnac4
chr2	32599709	32620809	+	50935	St6galnac6
chr2	32621758	32635058	+	11636	Ak1
chr2	32646595	32682669	+	13805	Eng
chr2	32652329	32652414	+	100316776	Mir1954
chr2	32682609	32694175	-	14287	Fpgs
chr2	32705782	32712784	-	107951	Cdk9
chr2	32712807	32712888	-	100499514	Mir2861
chr2	32712900	32712972	-	100628606	Mir3960
chr2	32721055	32755007	+	27387	Sh2d3c
chr2	32732620	32741016	-	70730	6330409D20Rik
chr2	32757026	32775633	-	338348	Ttc16
chr2	32757234	32762244	+	30933	Tor2a
chr2	32775821	32790171	+	329384	Ptrh1
chr2	32777413	32784405	-	227736	Cfap157
chr2	32787607	32847237	-	20910	Stxbp1
chr2	32876134	32925253	+	227737	Fam129b
chr2	32925215	32961255	-	227738	Lrsam1
chr2	32961712	32964045	+	269261	Rpl12
chr2	32963301	32963418	+	104367	Snora65
chr2	32972989	32982056	-	56017	Slc2a8
chr2	32986366	33131436	-	99326	Garnl3
chr2	33133419	33371494	-	241308	Ralgps1
chr2	33215961	33247714	+	26360	Angptl2
chr2	33406108	33431324	-	241311	Zbtb34
chr2	33450287	33468532	-	71834	Zbtb43
chr2	33564536	33640511	-	16917	Lmx1b
chr2	33641193	33646349	+	100504399	C130021I20Rik
chr2	33729956	33887946	-	72543	Mvb12b
chr2	33805816	33813591	+	320482	Nron
chr2	34018289	34107735	-	329387	C230014O12Rik
chr2	34171457	34372045	-	18516	Pbx3
chr2	34406771	34624958	+	227743	Mapkap1
chr2	34676967	34755232	-	66691	Gapvd1
chr2	34772090	34776529	+	14828	Hspa5
chr2	34778666	34799912	-	227746	Rabepk
chr2	34804364	34826235	-	30050	Fbxw2
chr2	34852089	34870962	-	66998	Psmd5
chr2	34874396	34892133	+	77996	Cutal
chr2	34893755	34913976	-	74016	Phf19
chr2	34941750	34961772	-	22029	Traf1
chr2	34983331	35061441	-	15139	Hc
chr2	35081861	35100685	-	98870	AI182371
chr2	35109492	35178822	+	26920	Cntrl
chr2	35180205	35201120	-	68365	Rab14
chr2	35256359	35307902	+	227753	Gsn
chr2	35313990	35337009	-	13830	Stom
chr2	35354218	35367729	-	75859	4930568D16Rik
chr2	35375562	35397174	-	74854	4930402F06Rik
chr2	35400179	35461449	-	14594	Ggta1
chr2	35549534	35558702	-	100042194	Gm13446
chr2	35558458	35730994	+	69601	Dab2ip
chr2	35751226	35979624	-	74410	Ttll11
chr2	35819190	35823385	+	77665	9030204H09Rik
chr2	36036334	36049292	-	68375	Ndufa8
chr2	36049473	36079709	+	75495	Morn5
chr2	36081953	36105408	-	16874	Lhx6
chr2	36116079	36136704	-	67889	Rbm18
chr2	36136398	36190284	+	67871	Mrrf
chr2	36230426	36252272	+	19224	Ptgs1
chr2	36376778	36377698	+	258949	Olfr338
chr2	36421400	36422329	+	258951	Olfr339
chr2	36452587	36453525	+	258953	Olfr340
chr2	36479187	36480128	-	258952	Olfr341
chr2	36527414	36528352	+	258950	Olfr342
chr2	36568600	36569529	+	258621	Olfr344
chr2	36640041	36640976	+	258947	Olfr345
chr2	36688004	36688933	+	258940	Olfr346
chr2	36734323	36735261	+	258945	Olfr347
chr2	36786527	36787468	+	258946	Olfr348
chr2	36793238	36794176	+	18350	Olfr50
chr2	36812149	36813090	-	18328	Olfr3
chr2	36850048	36850986	+	258620	Olfr350
chr2	36859414	36860346	-	258944	Olfr351
chr2	36869568	36870515	+	258942	Olfr352
chr2	36889911	36890846	-	258943	Olfr353
chr2	36906948	36907901	+	258941	Olfr354
chr2	36927180	36928112	-	258618	Olfr355
chr2	36937121	36938068	+	258617	Olfr356
chr2	36996812	36997738	+	258616	Olfr357
chr2	37004620	37005612	-	227789	Olfr358
chr2	37068307	37069260	+	258615	Olfr360
chr2	37084778	37085746	-	258365	Olfr361
chr2	37104695	37105648	-	259053	Olfr362
chr2	37201243	37202181	+	258656	Olfr365
chr2	37219491	37220420	+	236509	Olfr366
chr2	37266951	37271387	+	545417	Olfr367-ps
chr2	37331749	37332732	+	258371	Olfr368
chr2	37350074	37359332	-	67466	Pdcl
chr2	37370069	37422903	-	319817	Rc3h2
chr2	37400061	37400128	-	100217435	Snord90
chr2	37425500	37443121	-	241322	Zbtb6
chr2	37432168	37443121	-	320633	Zbtb26
chr2	37443285	37566437	+	227800	Rabgap1
chr2	37483231	37703348	-	20744	Strbp
chr2	37516626	37519281	+	338346	Gpr21
chr2	37688201	37688284	-	100628597	Mir5128
chr2	37776249	37799103	+	241324	Crb2
chr2	37798990	38287384	-	227801	Dennd1a
chr2	38339281	38369737	+	16870	Lhx2
chr2	38511697	38587490	+	59126	Nek6
chr2	38588046	38643906	-	19177	Psmb7
chr2	38692656	38714542	-	26423	Nr5a1
chr2	38723374	38926503	-	14536	Nr6a1
chr2	38852735	38852810	+	387176	Mir181a-2
chr2	38853830	38853918	+	723903	Mir181b-2
chr2	38931980	38960585	+	241327	Olfml2a
chr2	38998309	39001584	+	76646	Wdr38
chr2	39001581	39005131	-	66489	Rpl35
chr2	39008139	39015872	+	74192	Arpc5l
chr2	39016156	39065541	-	76899	Golga1
chr2	39066214	39190730	-	320271	Scai
chr2	39157486	39162235	-	100042584	Gm16523
chr2	39196798	39226338	-	67857	Ppp6c
chr2	40596773	42653598	-	94217	Lrp1b
chr2	42447439	42447568	-	102465171	Mir6336
chr2	43555325	43683048	+	70789	Kynu
chr2	43748824	44395953	+	76117	Arhgap15
chr2	44059238	44065324	-	320872	Arhgap15os
chr2	44564412	44927236	-	227835	Gtdc1
chr2	44983512	45117395	-	24136	Zeb2
chr2	45023100	45023177	-	100628598	Mir5129
chr2	45111138	45114087	+	433424	Zeb2os
chr2	45696605	45698447	+	69405	1700019E08Rik
chr2	48814109	48903264	+	11480	Acvr2a
chr2	48902754	48949267	-	26428	Orc4
chr2	48949508	49318074	+	109241	Mbd5
chr2	49451486	49551609	+	227867	Epc2
chr2	49619314	49774778	+	16574	Kif5c
chr2	49787686	49948846	+	71897	Lypd6b
chr2	50066429	50193569	+	320343	Lypd6
chr2	50279881	50296677	-	109129	Mmadhc
chr2	50296810	50433967	+	100502624	Gm13483
chr2	50909684	50911846	+	227885	Gm13498
chr2	51130439	51149111	-	74194	Rnd3
chr2	51241831	51295945	+	329404	Gm13497
chr2	51421050	51437900	-	73375	1700057H21Rik
chr2	51627511	51628407	+	387511	Tas2r134
chr2	51656966	51732009	-	433426	Gm13490
chr2	51924448	51935009	-	71684	Rbm43
chr2	51948499	51973208	-	64685	Nmi
chr2	52038113	52056681	+	21930	Tnfaip6
chr2	52072837	52122381	+	51869	Rif1
chr2	52136647	52338798	-	17996	Neb
chr2	52291002	52315240	+	78049	4930573O16Rik
chr2	52397951	52424874	-	75423	Arl5a
chr2	52428320	52676609	-	12298	Cacnb4
chr2	52692206	52742149	-	56324	Stam2
chr2	52857868	53134202	+	71409	Fmnl2
chr2	53138475	53191228	-	56194	Prpf40a
chr2	53191432	53219221	+	65103	Arl6ip6
chr2	54084093	54085552	-	67874	Rprm
chr2	54436387	55117744	+	271786	Galnt13
chr2	55435970	55598145	+	16519	Kcnj3
chr2	56785811	56785907	+	102465169	Mir195b
chr2	57107226	57124003	-	18227	Nr4a2
chr2	57127477	57181754	-	767815	BB557941
chr2	57181831	57188257	+	75279	4930555B11Rik
chr2	57237678	57370719	+	14571	Gpd2
chr2	57998155	58039228	+	241391	Galnt5
chr2	58045115	58052752	-	77767	Ermn
chr2	58129139	58195531	-	227929	Cytip
chr2	58163974	58177063	+	100042926	Gm13546
chr2	58267453	58357758	-	269275	Acvr1c
chr2	58276779	58286902	+	100502932	Gm13544
chr2	58388644	58566828	-	11477	Acvr1
chr2	58567334	58792971	+	76654	Upp2
chr2	58821697	59160627	-	227933	Ccdc148
chr2	59160850	59355205	+	227937	Pkp4
chr2	59382493	59386682	-	76676	5330411J11Rik
chr2	59484653	59505020	+	76747	Dapl1
chr2	59612042	59846213	+	66860	Tanc1
chr2	59852364	59882606	-	72137	Wdsub1
chr2	59899363	60125810	-	407823	Baz2b
chr2	60209936	60248385	+	57438	March7
chr2	60251993	60284484	-	66205	Cd302
chr2	60293760	60383231	-	17076	Ly75
chr2	60411525	60412574	+	100039176	Gm13580
chr2	60417543	60553308	-	18779	Pla2r1
chr2	60598292	60722603	-	16420	Itgb6
chr2	60751953	60963204	-	56878	Rbms1
chr2	60964376	60975151	-	100038493	Gm13582
chr2	61578586	61654171	+	21353	Tank
chr2	61711694	61800376	+	59029	Psmd14
chr2	61804453	61814114	+	21375	Tbr1
chr2	62046515	62326743	+	94229	Slc4a10
chr2	62330073	62412231	-	13482	Dpp4
chr2	62474530	62483653	-	14526	Gcg
chr2	62500936	62574021	-	14089	Fap
chr2	62595793	62646255	-	71586	Ifih1
chr2	62664327	62694109	+	227960	Gca
chr2	62702946	63184287	-	170738	Kcnh7
chr2	63525464	63575288	-	667257	Gm8541
chr2	63971508	64098038	-	60344	Fign
chr2	64912478	65022766	-	50915	Grb14
chr2	65088339	65239403	-	319876	Cobll1
chr2	65316633	65364026	-	320106	Slc38a11
chr2	65364296	65364400	-	102466151	Mir6337
chr2	65457118	65567492	-	20269	Scn3a
chr2	65668725	65767447	+	110876	Scn2a
chr2	65845767	66031546	+	77771	Csrnp3
chr2	66082766	66124793	-	14425	Galnt3
chr2	66184327	66256617	-	73668	Ttc21b
chr2	66270782	66440837	-	20265	Scn1a
chr2	66440880	66547472	+	100038743	Gm13629
chr2	66480080	66634962	-	20274	Scn9a
chr2	66673426	66784910	-	20272	Scn7a
chr2	67173834	67186212	+	383709	Gm1322
chr2	67184443	67526606	+	241431	Xirp2
chr2	67675457	67675516	+	102465706	Mir7224
chr2	67781043	67781140	+	102466627	Mir6335
chr2	68104672	68122882	+	26877	B3galt1
chr2	68210447	68471981	-	53416	Stk39
chr2	68582413	68616463	+	227998	4933409G03Rik
chr2	68657884	68748465	+	75721	4932414N04Rik
chr2	68861557	69111290	+	241447	Cers6
chr2	69135800	69189330	+	329416	Nostrin
chr2	69193895	69206213	-	66442	Spc25
chr2	69211073	69227993	+	14378	G6pc2
chr2	69238282	69342616	-	27413	Abcb11
chr2	69380462	69403086	+	241452	Dhrs9
chr2	69424335	69586067	-	14725	Lrp2
chr2	69647255	69667569	+	72569	Bbs5
chr2	69670120	69684239	+	228003	Klhl41
chr2	69686820	69712606	-	320720	Fastkd1
chr2	69722819	69754059	+	228005	Ppig
chr2	69758057	69789486	-	75051	Ccdc173
chr2	69789737	69797168	+	73373	Phospho2
chr2	69822370	69836651	+	277396	Klhl23
chr2	69861562	69871846	+	20823	Ssb
chr2	69871195	69885615	-	75422	Mettl5
chr2	69897246	70024010	+	68795	Ubr3
chr2	70039126	70429195	+	329421	Myo3b
chr2	70474923	70477726	+	64406	Sp5
chr2	70489940	70563357	-	68986	Gad1os
chr2	70508819	70540884	+	66748	Erich2
chr2	70562129	70602014	+	14415	Gad1
chr2	70661509	70691725	+	70231	Gorasp2
chr2	70712407	70825480	-	228012	Tlk1
chr2	70964561	71055606	-	228019	Mettl8
chr2	71055744	71099142	+	75763	Dcaf17
chr2	71118054	71142926	+	73649	Cybrd1
chr2	71211706	71263303	+	13427	Dync1i2
chr2	71274295	71367554	-	78830	Slc25a12
chr2	71389260	71441622	+	107435	Hat1
chr2	71453338	71525191	+	66559	Metap1d
chr2	71529445	71533981	+	13390	Dlx1
chr2	71530638	71537891	-	111970	Dlx1as
chr2	71543408	71546754	-	13392	Dlx2
chr2	71719417	71730966	+	381371	Platr26
chr2	71786939	71858427	+	16403	Itga6
chr2	71873224	71903858	+	228026	Pdk1
chr2	71981215	72257474	+	56508	Rapgef4
chr2	72285637	72442610	+	65964	Map3k20
chr2	72476219	72486890	+	66953	Cdca7
chr2	72703510	72729468	+	74541	8430437L04Rik
chr2	72745846	72813717	-	76218	6430710C18Rik
chr2	72936430	72980446	-	20687	Sp3
chr2	72979432	72989249	+	100503849	Sp3os
chr2	73092801	73214447	-	67059	Ola1
chr2	73271926	73275771	+	381373	Sp9
chr2	73283872	73312592	-	66935	Cir1
chr2	73312652	73337807	+	74616	Scrn3
chr2	73341506	73386480	-	68526	Gpr155
chr2	73429610	73529487	-	215280	Wipf1
chr2	73563281	73580338	-	11435	Chrna1
chr2	73584860	73589208	+	102633437	Chrna1os
chr2	73596526	73616012	+	329427	Chn1os3
chr2	73610660	73775346	-	108699	Chn1
chr2	73816509	73892639	-	11909	Atf2
chr2	73908447	73911326	-	228033	Atp5g3
chr2	74298940	74307717	-	73962	4930441J16Rik
chr2	74514837	74578948	-	69605	Lnpk
chr2	74652991	74659557	-	14029	Evx2
chr2	74668310	74671599	+	15433	Hoxd13
chr2	74675013	74677705	+	15432	Hoxd12
chr2	74679558	74687016	+	15431	Hoxd11
chr2	74691891	74695106	+	15430	Hoxd10
chr2	74697763	74700208	+	15438	Hoxd9
chr2	74704615	74707933	+	15437	Hoxd8
chr2	74710044	74716130	-	73429	Hoxd3os1
chr2	74711993	74748271	+	15434	Hoxd3
chr2	74721978	74729160	+	15436	Hoxd4
chr2	74726070	74726137	+	387144	Mir10b
chr2	74748422	74762896	-	102634678	Haglr
chr2	74752684	74753742	+	102634401	Gm14424
chr2	74762980	74765142	+	15429	Hoxd1
chr2	74825812	74876748	+	53375	Mtx2
chr2	75436057	75444179	-	77269	9430019J16Rik
chr2	75659259	75669407	+	229279	Hnrnpa3
chr2	75675513	75704663	-	18024	Nfe2l2
chr2	75832177	75931350	+	228061	Agps
chr2	75935849	75938462	-	72421	Ttc30b
chr2	75976172	75981967	-	78802	Ttc30a1
chr2	75991132	76338653	-	241489	Pde11a
chr2	76353942	76360453	-	13067	Cyct
chr2	76369984	76383768	+	241490	Rbm45
chr2	76406508	76600647	+	99031	Osbpl6
chr2	76629937	76647994	-	23992	Prkra
chr2	76650273	76658554	+	381375	Pjvk
chr2	76663034	76673098	-	14231	Fkbp7
chr2	76675315	76697335	+	83435	Plekha3
chr2	76703984	76982547	-	22138	Ttn
chr2	77009906	77170635	-	545428	Ccdc141
chr2	77180340	77280592	-	228071	Sestd1
chr2	77410622	77816816	-	241494	Zfp385b
chr2	77462644	77480938	+	100503106	Gm13944
chr2	77895653	77946356	-	80744	Cwc22
chr2	78051177	78194430	+	78158	4930440I19Rik
chr2	78237547	78302230	+	329436	Gm14461
chr2	78869047	78920583	+	22193	Ube2e3
chr2	79255426	79333114	+	16401	Itga4
chr2	79332491	79456636	-	228094	Cerkl
chr2	79452641	79456636	-	18012	Neurod1
chr2	79635425	79672966	+	70599	Itprid2
chr2	79707780	79818546	+	75276	Ppp1r1c
chr2	79834453	80129412	-	18573	Pde1a
chr2	80292470	80295358	+	320769	Prdx6b
chr2	80315466	80354055	+	66861	Dnajc10
chr2	80391364	80398216	+	100503167	Gm13752
chr2	80411970	80447396	-	20378	Frzb
chr2	80500512	80581182	-	50884	Nckap1
chr2	80617214	80631661	+	68082	Dusp19
chr2	80628705	80628790	-	735274	Mir684-1
chr2	80638812	80660071	+	69482	Nup35
chr2	82053658	82259879	+	241514	Zfp804a
chr2	82375362	82392202	-	228116	A130030D18Rik
chr2	83644578	83664617	+	69082	Zc3h15
chr2	83724397	83806917	+	16410	Itgav
chr2	83812728	83881358	+	241520	Fam171b
chr2	83915079	83941226	-	71861	Zswim2
chr2	84330626	84425266	-	54598	Calcrl
chr2	84432860	84476775	-	21788	Tfpi
chr2	84500748	84506873	-	672763	Gm13710
chr2	84600781	84650740	-	12388	Ctnnd1
chr2	84659079	84668781	+	100270744	Btbd18
chr2	84669215	84670708	-	72657	Selenoh
chr2	84671311	84678828	-	66958	Tmx2
chr2	84678402	84688215	+	381379	Med19
chr2	84687920	84715164	-	228136	Zdhhc5
chr2	84723122	84727268	-	98985	Clp1
chr2	84734204	84737877	+	241525	Ypel4
chr2	84741115	84741178	-	387149	Mir130a
chr2	84765360	84775429	-	12258	Serping1
chr2	84798828	84810003	+	56791	Ube2l6
chr2	84811176	84822652	-	68678	Smtnl1
chr2	84827021	84830213	+	30059	Timm10
chr2	84839408	84863586	+	72401	Slc43a1
chr2	84871946	84886692	-	269295	Rtn4rl2
chr2	84936646	84958509	+	58207	Slc43a3
chr2	84980461	84983632	+	19074	Prg2
chr2	84988215	84993886	+	53856	Prg3
chr2	84996552	85035834	-	228139	P2rx3
chr2	85037120	85047114	+	20833	Ssrp1
chr2	85050460	85073048	+	228140	Tnks1bp1
chr2	85073614	85086461	-	74687	4930443O20Rik
chr2	85136360	85139923	+	23796	Aplnr
chr2	85162334	85196699	-	241528	Lrrc55
chr2	85330967	85331896	-	257951	Olfr987
chr2	85352995	85353924	-	258166	Olfr988
chr2	85399602	85400531	-	258865	Olfr992
chr2	85413933	85414877	-	258427	Olfr993
chr2	85429883	85430827	-	258425	Olfr994
chr2	85438209	85439156	-	258426	Olfr995
chr2	85484092	85518935	-	228151	4833423E24Rik
chr2	85579215	85580282	+	258429	Olfr996
chr2	85590510	85591521	+	258428	Olfr998
chr2	85607964	85608908	-	257899	Olfr1000
chr2	85647363	85648319	-	258566	Olfr1002
chr2	85663377	85664455	-	27216	Olfr154
chr2	85674211	85678741	-	258563	Olfr1006
chr2	85689431	85690372	+	258866	Olfr1008
chr2	85721407	85722351	+	258565	Olfr1009
chr2	85753363	85754306	+	258255	Olfr1010
chr2	85759439	85760374	-	258561	Olfr1012
chr2	85769803	85770720	+	258757	Olfr1013
chr2	85776586	85777503	+	258562	Olfr1014
chr2	85785474	85786489	+	258564	Olfr1015
chr2	85799339	85800268	-	257915	Olfr1016
chr2	85822973	85823908	+	258579	Olfr1018
chr2	85840857	85841789	-	259017	Olfr1019
chr2	85849420	85850498	+	258573	Olfr1020
chr2	85868594	85869541	+	258582	Olfr1022
chr2	85886802	85887737	+	258580	Olfr1023
chr2	85904069	85905052	-	257900	Olfr1024
chr2	85923270	85924193	+	258577	Olfr1026
chr2	85951065	85952039	+	257936	Olfr1028
chr2	85975213	85976273	+	258154	Olfr1029
chr2	85979312	85984798	+	258581	Olfr1030
chr2	85991819	85992829	+	257916	Olfr1031
chr2	86007778	86008710	+	258572	Olfr1032
chr2	86020640	86044808	+	258571	Olfr1033
chr2	86046444	86047466	+	258216	Olfr1034
chr2	86074704	86075718	+	258245	Olfr1036
chr2	86084730	86085854	-	259151	Olfr1037
chr2	86120224	86123037	+	259015	Olfr1038-ps
chr2	86130702	86131661	-	257950	Olfr1039
chr2	86145791	86146732	-	404323	Olfr1040
chr2	86159345	86160441	-	257941	Olfr1042
chr2	86162003	86162947	-	258570	Olfr1043
chr2	86170871	86171815	-	259013	Olfr1044
chr2	86181150	86182109	-	18352	Olfr52
chr2	86197803	86198750	-	259019	Olfr1045
chr2	86216758	86217708	-	258575	Olfr1046
chr2	86228010	86228969	-	259014	Olfr1047
chr2	86235871	86236833	-	259016	Olfr1048
chr2	86254765	86255691	-	259018	Olfr1049
chr2	86275559	86276485	-	404324	Olfr1051
chr2	86297818	86298756	+	259012	Olfr1052
chr2	86314343	86315285	-	257974	Olfr1053
chr2	86332416	86333354	-	259021	Olfr1054
chr2	86346724	86347764	-	259023	Olfr1055
chr2	86355359	86356437	-	259020	Olfr1056
chr2	86374463	86375410	-	404325	Olfr1057
chr2	86385466	86386416	-	258386	Olfr1058
chr2	86413109	86414050	-	259022	Olfr1061
chr2	86422719	86423674	-	259082	Olfr1062
chr2	86445013	86446004	-	258403	Olfr1065
chr2	86455328	86456269	-	257880	Olfr1066
chr2	86482799	86483740	-	258400	Olfr228
chr2	86508461	86509402	+	258401	Olfr1076
chr2	86525661	86528427	-	625853	Olfr1077-ps1
chr2	86537966	86538913	-	258402	Olfr1079
chr2	86553181	86558138	-	258404	Olfr1080
chr2	86593885	86598809	-	404473	Olfr1082
chr2	86638765	86639718	-	258235	Olfr1084
chr2	86657515	86658456	-	258583	Olfr1085
chr2	86676399	86677331	-	258585	Olfr1086
chr2	86690032	86690973	-	258843	Olfr1087
chr2	86732675	86733610	-	257933	Olfr1089
chr2	86753795	86754736	-	258844	Olfr1090
chr2	86785732	86786700	+	258363	Olfr1093
chr2	86806021	86806997	-	257913	Olfr141
chr2	86828676	86829822	+	258362	Olfr1094
chr2	86850770	86851696	-	258725	Olfr1095
chr2	86890226	86892163	-	258840	Olfr1097
chr2	86922583	86923530	-	258842	Olfr1098
chr2	86958518	86959456	-	258764	Olfr1099
chr2	86977829	86978794	-	258587	Olfr1100
chr2	86988242	86989174	-	258584	Olfr1101
chr2	87001932	87002994	+	228228	Olfr1102
chr2	87021610	87022542	-	258763	Olfr1104
chr2	87033281	87034219	-	258085	Olfr1105
chr2	87048296	87049234	-	258747	Olfr1106
chr2	87071115	87072223	-	258841	Olfr1107
chr2	87092457	87093395	-	258762	Olfr1109
chr2	87107447	87108385	-	258766	Olfr259
chr2	87135381	87136319	-	258765	Olfr1110
chr2	87149720	87150659	-	258586	Olfr1111
chr2	87191689	87192645	+	258655	Olfr1112
chr2	87212894	87213874	+	404327	Olfr1113
chr2	87251840	87252941	+	258294	Olfr1115
chr2	87268846	87269769	+	257875	Olfr1116
chr2	87308764	87309759	+	404328	Olfr1118
chr2	87357446	87358390	+	259031	Olfr1120
chr2	87371534	87372478	+	258345	Olfr1121
chr2	87387707	87388687	+	259033	Olfr1122
chr2	87418050	87419021	+	258347	Olfr1123
chr2	87434489	87435445	+	259030	Olfr1124
chr2	87457167	87458111	+	258834	Olfr1126
chr2	87489088	87492418	-	347712	Pramel7
chr2	87508431	87510865	+	347711	Pramel6
chr2	87532035	87532958	+	110511	Olfr153
chr2	87544607	87545542	-	258346	Olfr1128
chr2	87575086	87576030	+	258111	Olfr1129
chr2	87606212	87608334	+	258835	Olfr1130
chr2	87628465	87629394	+	258652	Olfr1131
chr2	87634819	87635745	-	258833	Olfr1132
chr2	87645180	87646121	-	258348	Olfr1133
chr2	87655925	87658457	-	259032	Olfr1134
chr2	87671433	87672365	-	258654	Olfr1135
chr2	87692881	87693947	-	258653	Olfr1136
chr2	87710972	87711904	-	258101	Olfr1137
chr2	87737387	87738322	-	258632	Olfr1138
chr2	87746161	87747180	+	258635	Olfr1140
chr2	87753056	87753991	-	258630	Olfr1141
chr2	87782536	87783486	+	258640	Olfr152
chr2	87802391	87803335	+	258290	Olfr1143
chr2	87809822	87810799	+	258317	Olfr1145
chr2	87833041	87833985	+	258220	Olfr1148
chr2	87857177	87858103	+	258631	Olfr1151
chr2	87867993	87868925	+	258103	Olfr1152
chr2	87896177	87897133	+	258633	Olfr1153
chr2	87902742	87903674	-	258641	Olfr1154
chr2	87942682	87943626	-	258636	Olfr1155
chr2	87949190	87950265	-	258814	Olfr1156
chr2	87961952	87968257	-	258846	Olfr1157
chr2	87973707	87974663	-	117005	Olfr74
chr2	87990113	87991054	+	258639	Olfr1158
chr2	88005817	88006776	-	258643	Olfr1160
chr2	88024702	88025713	+	258845	Olfr1161
chr2	88034196	88035137	-	117004	Olfr73
chr2	88049678	88050622	-	258105	Olfr1162
chr2	88070365	88071407	-	258638	Olfr1163
chr2	88092855	88093966	-	258634	Olfr1164
chr2	88123360	88124993	-	258644	Olfr1166
chr2	88148984	88150083	-	258291	Olfr1167
chr2	88184879	88185817	+	258524	Olfr1168
chr2	88224080	88225030	-	258525	Olfr1170
chr2	88274109	88275047	-	404329	Olfr1173
chr2	88339567	88340514	+	258767	Olfr1176
chr2	88391249	88392220	+	258203	Olfr1178
chr2	88402009	88402932	-	258919	Olfr1179
chr2	88411627	88412689	-	258920	Olfr1180
chr2	88423088	88424023	-	258060	Olfr1181
chr2	88446019	88449121	-	258167	Olfr1182
chr2	88461342	88462253	+	258522	Olfr1183
chr2	88486734	88487669	+	258820	Olfr1184
chr2	88525501	88526590	+	258523	Olfr1186
chr2	88559451	88560418	+	258921	Olfr1188
chr2	88591806	88592726	+	258768	Olfr1189
chr2	88677857	88678813	+	329460	Olfr1193
chr2	88682804	88683730	-	258748	Olfr1195
chr2	88700383	88701327	-	258456	Olfr1196
chr2	88728653	88729597	-	433449	Olfr1197
chr2	88745960	88746886	-	404330	Olfr1198
chr2	88755741	88756673	-	258450	Olfr1199
chr2	88767303	88768313	-	257887	Olfr1200
chr2	88794384	88795307	+	258897	Olfr1201
chr2	88817173	88818102	+	258454	Olfr1202
chr2	88829757	88832042	+	258898	Olfr1205
chr2	88851952	88852881	+	258455	Olfr1204
chr2	88864607	88865530	+	258896	Olfr1206
chr2	88896669	88897595	-	258774	Olfr1208
chr2	88909459	88910391	-	258453	Olfr1209
chr2	88929378	88930313	-	258025	Olfr1211
chr2	88958468	88959403	+	258241	Olfr1212
chr2	88972954	88980267	-	258900	Olfr1213
chr2	88987265	88988200	-	258899	Olfr1214
chr2	89001348	89002290	-	258451	Olfr1215
chr2	89013127	89014062	-	258895	Olfr1216
chr2	89022995	89024099	-	258903	Olfr1217
chr2	89054489	89055424	-	258815	Olfr1218
chr2	89074154	89075089	-	258901	Olfr1219
chr2	89096938	89097963	-	258902	Olfr1220
chr2	89111575	89112510	-	258904	Olfr1221
chr2	89124794	89125729	-	258177	Olfr1222
chr2	89144086	89151336	-	258894	Olfr1223
chr2	89170219	89171245	-	258893	Olfr1225
chr2	89193100	89194032	-	258969	Olfr1226
chr2	89248721	89249692	-	258973	Olfr1228
chr2	89282196	89283131	-	257921	Olfr1229
chr2	89296351	89297268	-	258785	Olfr1230
chr2	89302649	89303590	-	258446	Olfr1231
chr2	89325243	89326178	-	258320	Olfr1232
chr2	89339383	89340300	-	258974	Olfr1233
chr2	89362483	89363427	-	258975	Olfr1234
chr2	89406130	89407077	-	258786	Olfr1238
chr2	89417494	89418411	-	258972	Olfr1239
chr2	89439270	89440343	-	258804	Olfr1240
chr2	89482189	89483133	-	258447	Olfr1241
chr2	89493294	89494346	-	258970	Olfr1242
chr2	89527491	89528408	-	258971	Olfr1243
chr2	89574712	89575773	-	258784	Olfr1245
chr2	89590069	89591146	-	258788	Olfr1246
chr2	89609089	89610153	-	258968	Olfr1247
chr2	89617168	89618245	-	258787	Olfr1248
chr2	89629940	89630896	-	257984	Olfr1249
chr2	89656495	89657439	-	258967	Olfr1250
chr2	89666928	89667884	-	259145	Olfr1251
chr2	89721165	89722109	-	404331	Olfr1252
chr2	89751870	89752826	-	258370	Olfr1253
chr2	89788406	89789350	-	258468	Olfr1254
chr2	89816328	89817260	+	258979	Olfr1255
chr2	89835023	89835943	-	258985	Olfr1256
chr2	89844066	89844971	-	18347	Olfr48
chr2	89880828	89881757	+	258984	Olfr1257
chr2	89929811	89930746	+	258980	Olfr1258
chr2	89943184	89944113	-	258338	Olfr1259
chr2	89977780	89978712	+	258983	Olfr1260
chr2	89993395	89994315	+	258466	Olfr1261
chr2	90002408	90003322	+	258976	Olfr1262
chr2	90014932	90015852	+	258790	Olfr1263
chr2	90021138	90022064	-	258206	Olfr1264
