seqnames	start	end	strand	gene_id	symbol
chr1	171506904	171507438	-	ENSMUSG00000103137	Gm37981
chr1	171509573	171532826	+	12506	Cd48
chr1	171515879	171517582	+	ENSMUSG00000103883	Gm37010
chr1	171538656	171538850	+	ENSMUSG00000059058	Tma7-ps
chr1	171552973	171553206	-	ENSMUSG00000104224	Gm37693
chr1	171557483	171558034	+	100418142	Gm19030
chr1	171559628	171559682	-	ENSMUSG00002075752	Gm56305
chr1	171560867	171560973	-	115487579	Gm22950
chr1	171594695	171628764	+	27218	Slamf1
chr1	171667263	171720036	+	12523	Cd84
chr1	171723231	171725804	+	ENSMUSG00000073492	Gm10521
chr1	171737524	171748753	-	ENSMUSG00000104413	Gm37065
chr1	171745057	171780737	+	30925	Slamf6
chr1	171755086	171793864	-	ENSMUSG00000135040	Gm70710
chr1	171828527	171856011	-	93840	Vangl2
chr1	171844714	171846283	+	ENSMUSG00000139258	Gm70938
chr1	171879859	171885140	-	18071	Nhlh1
chr1	171893580	171910369	-	59287	Ncstn
chr1	171896419	171908402	+	ENSMUSG00000124995	Gm69881
chr1	171910077	171949900	+	12847	Copa
chr1	171916041	171916370	+	ENSMUSG00000102779	Gm38164
chr1	171917477	171920246	-	ENSMUSG00000103380	Gm37756
chr1	171954285	171967307	+	19298	Pex19
chr1	171971841	171972468	-	ENSMUSG00000089803	Gm10171
chr1	171975296	171975554	-	ENSMUSG00000126885	Gm70088
chr1	171975571	172024893	+	98193	Dcaf8
chr1	172020640	172035334	-	18611	Pea15a
chr1	172032500	172041253	+	ENSMUSG00000092085	Gm17224
chr1	172037459	172049328	-	12372	Casq1
chr1	172051080	172085981	-	27222	Atp1a4
chr1	172064848	172065857	+	ENSMUSG00000103617	Gm37950
chr1	172071405	172075789	+	ENSMUSG00000135295	Gm70728
chr1	172085980	172087281	+	ENSMUSG00000135332	Gm70731
chr1	172089208	172147409	+	140559	Igsf8
chr1	172099276	172126037	-	98660	Atp1a2
chr1	172144668	172163568	-	16524	Kcnj9
chr1	172150561	172151228	+	ENSMUSG00000102413	Gm36937
chr1	172153847	172154493	+	ENSMUSG00000137489	Gm70847
chr1	172167684	172169360	-	ENSMUSG00000120194	Gm57153
chr1	172168765	172201652	+	16513	Kcnj10
chr1	172202533	172205564	-	ENSMUSG00000121223	Gm57172
chr1	172204113	172211666	+	67556	Pigm
chr1	172215801	172218556	-	ENSMUSG00000102278	Gm37145
chr1	172262839	172302540	+	ENSMUSG00000121748	Gm70809
chr1	172297192	172307889	+	98365	Slamf9
chr1	172301549	172303198	-	ENSMUSG00000136871	Gm70814
chr1	172301601	172302454	+	665819	Gm7804
chr1	172306129	172313987	-	ENSMUSG00000136834	Gm70813
chr1	172309324	172326450	+	93842	Igsf9
chr1	172327426	172334947	+	21346	Tagln2
chr1	172340640	172346534	+	ENSMUSG00000133766	Gm70635
chr1	172340816	172342414	+	ENSMUSG00000104351	Gm37125
chr1	172340840	172341581	-	ENSMUSG00000120125	Gm57108
chr1	172348368	172373437	+	71870	Cfap45
chr1	172359043	172360015	-	ENSMUSG00000144000	Gm71228
chr1	172365700	172385696	-	71319	4933439K11Rik
chr1	172383500	172391284	+	240916	Vsig8
chr1	172409325	172418178	-	74748	Slamf8
chr1	172424209	172430118	-	677296	Fcrl6
chr1	172458331	172460529	-	68440	Dusp23
chr1	172460144	172525074	+	ENSMUSG00000139159	Gm35601
chr1	172496601	172497203	-	108167606	Gm2710
chr1	172512082	172512408	-	ENSMUSG00002076129	Gm56331
chr1	172525614	172660598	+	12944	Crp
chr1	172609012	172609444	+	ENSMUSG00000102430	Gm38051
chr1	172671101	172671205	-	115487598	Gm24817
chr1	172682277	172701429	+	ENSMUSG00000139199	Gm70934
chr1	172701118	172701980	+	ENSMUSG00000102701	9430083B18Rik
chr1	172721528	172722611	-	20219	Apcs
chr1	172757582	172778720	+	ENSMUSG00000120753	Gm35686
chr1	172763779	172763901	-	115485788	Gm26077
chr1	172766344	172817795	-	ENSMUSG00000122861	Gm69495
chr1	172777976	172785924	+	18313	Or10j5
chr1	172817519	172839004	+	102639424	Gm35742
chr1	172880399	172881257	-	ENSMUSG00000106730	Gm42472
chr1	172904543	172904837	+	ENSMUSG00000107139	Gm42475
chr1	172925564	172925815	-	ENSMUSG00000103338	Or10f1-ps1
chr1	172955616	172964941	-	258759	Or10j27
chr1	172976738	172977938	+	257800	Or10j28-ps1
chr1	173009420	173018207	-	258758	Or10j7
chr1	173025375	173033903	+	258880	Or10j3
chr1	173039959	173046150	+	258881	Or10j3b
chr1	173048851	173054781	-	14125	Fcer1a
chr1	173093568	173101561	+	258645	Or10j2
chr1	173101949	173105344	-	100504232	Mptx2
chr1	173159453	173161317	-	13349	Ackr1
chr1	173160255	173162114	+	ENSMUSG00000132892	Gm70583
chr1	173160825	173195452	-	94332	Cadm3
chr1	173178445	173293930	+	383619	Aim2
chr1	173220511	173264852	-	ENSMUSG00000128551	Gm70266
chr1	173244318	173256452	-	ENSMUSG00000128587	Gm70269
chr1	173296051	173318873	-	102639543	Ifi206
chr1	173347283	173363523	-	545384	Ifi214
chr1	173351652	173351735	+	ENSMUSG00002076661	Gm56337
chr1	173393846	173426881	-	623121	Ifi213
chr1	173458380	173475494	+	236312	Ifi209
chr1	173471077	173471160	-	ENSMUSG00002076962	Gm56338
chr1	173501241	173525961	+	100033459	Ifi208
chr1	173528951	173531626	+	100417671	Gm18752
chr1	173529281	173533973	+	ENSMUSG00000121434	Gm64267
chr1	173540301	173543226	-	665972	Gm7871
chr1	173550990	173569383	-	226691	Ifi207
chr1	173574859	173594610	-	15951	Ifi204
chr1	173603844	173610472	-	ENSMUSG00000131446	Gm71342
chr1	173604095	173625836	-	ENSMUSG00000090222	Ifi203-ps
chr1	173624457	173630321	-	ENSMUSG00000134544	Gm71343
chr1	173657365	173659820	-	ENSMUSG00000102187	Gm7897
chr1	173676539	173708447	-	100040462	Mndal
chr1	173676715	173678346	-	ENSMUSG00000102433	Gm38050
chr1	173723911	173740612	-	381308	Ifi211
chr1	173747971	173770436	-	15950	Ifi203
chr1	173789298	173826545	+	ENSMUSG00000139897	Gm70977
chr1	173790134	173810414	-	26388	Ifi202b
chr1	173814492	173829538	-	ENSMUSG00000103588	Gm18445
chr1	173839549	173859456	-	226695	Ifi205
chr1	173868271	173871977	+	258712	Or10aa1
chr1	173876771	173882318	+	258711	Or10aa3
chr1	173879564	173880107	+	ENSMUSG00000102603	Or10aa4-ps1
chr1	173894171	173899839	+	258713	Or6n2
chr1	173911897	173918909	+	258717	Or6n1
chr1	173922533	173922998	+	404386	Or6h1-ps1
chr1	173924457	173930790	+	259162	Or6k14
chr1	173930929	174000316	-	ENSMUSG00000143852	Gm36196
chr1	173938466	173938919	+	107988027	Olfr1566-ps1
chr1	173940777	173948728	-	404222	Or6k6
chr1	173959083	173965823	+	258716	Or6k4
chr1	173967974	173970820	+	ENSMUSG00000121436	Gm64269
chr1	173969826	173970716	+	404384	Or6k3
chr1	173979047	173980096	+	258715	Or6k8
chr1	173983199	173989761	+	258302	Or6k2
chr1	173995268	173997290	+	ENSMUSG00000107114	Gm43440
chr1	174000305	174076016	+	20739	Spta1
chr1	174017599	174042877	-	ENSMUSG00000143404	Gm71183
chr1	174018625	174019192	+	ENSMUSG00000120738	Gm57132
chr1	174076080	174079627	-	258710	Or10z1
chr1	174142663	174147243	-	ENSMUSG00000125607	Gm69981
chr1	174158084	174160439	+	66289	Mptx1
chr1	174192688	174202038	+	258238	Or10x1
chr1	174202113	174203249	+	257850	Or10l1-ps1
chr1	174218612	174219621	+	258709	Or10x4
chr1	174251630	174262313	+	258756	Or6p1
chr1	174269648	174278843	+	546747	Or6y1
chr1	174329363	174650304	+	54418	Fmn2
chr1	174525001	174567565	-	ENSMUSG00000140281	Gm70997
chr1	174661344	174749581	-	23893	Grem2
chr1	174834772	174851577	+	ENSMUSG00000127061	Gm70105
chr1	174885703	175320066	-	24012	Rgs7
chr1	175206419	175208242	-	ENSMUSG00000104343	5730408A14Rik
chr1	175213412	175214883	+	ENSMUSG00000124654	Gm69747
chr1	175281032	175282409	-	ENSMUSG00000127941	Gm70193
chr1	175401875	175405991	+	102640178	Gm36307
chr1	175425290	175453205	-	14194	Fh1
chr1	175447947	175489683	+	98256	Kmo
chr1	175453371	175454319	+	ENSMUSG00000125425	Gm69937
chr1	175489987	175520370	-	13603	Opn3
chr1	175509803	175520467	-	12663	Chml
chr1	175520601	175524368	+	ENSMUSG00000122809	Gm39707
chr1	175526159	175643300	+	75820	Wdr64
chr1	175592730	175594494	-	ENSMUSG00000133343	Gm70613
chr1	175628080	175628255	+	115487693	Gm25560
chr1	175699180	175708789	-	102640246	Gm36360
chr1	175708143	175741055	+	26909	Exo1
chr1	175732111	175732217	+	115487578	Gm23805
chr1	175747895	175749791	+	226720	Becn2
chr1	175783021	175784964	-	ENSMUSG00000103540	Gm37668
chr1	175789870	176103082	-	319455	Pld5
chr1	175805343	175806680	-	ENSMUSG00000078184	Rbm8a2
chr1	175858645	175860289	-	ENSMUSG00000104363	Gm38081
chr1	176006767	176009201	+	ENSMUSG00000103277	Gm37916
chr1	176039806	176041839	+	ENSMUSG00000136810	Gm46173
chr1	176076443	176090219	+	ENSMUSG00000136772	Gm70805
chr1	176103779	176107335	+	ENSMUSG00000104157	Gm38101
chr1	176166693	176167209	-	100416206	Gm17965
chr1	176197721	176201286	-	ENSMUSG00000104248	Gm38152
chr1	176206519	176241566	+	ENSMUSG00000134834	Gm70687
chr1	176257628	176354839	-	102640488	Gm36536
chr1	176425059	176443418	-	102640550	Gm36586
chr1	176442357	176444584	+	ENSMUSG00000142708	Gm71142
chr1	176469463	176470124	-	100416207	Gm17966
chr1	176498394	176502197	-	ENSMUSG00000135568	Gm70743
chr1	176528183	176528290	+	115487599	Gm26104
chr1	176561148	176642252	-	545389	Cep170
chr1	176573130	176574548	-	ENSMUSG00000103634	3110062G12Rik
chr1	176579087	176580981	-	ENSMUSG00000104154	Gm38104
chr1	176582052	176629589	+	ENSMUSG00000103435	Gm36992
chr1	176599891	176599989	-	723921	Mir350
chr1	176621522	176621786	+	ENSMUSG00002076271	Gm54718
chr1	176642226	176848005	+	76816	Sdccag8
chr1	176662183	176663734	-	15365	Hmga2-ps1
chr1	176663290	176663628	+	ENSMUSG00000103367	Gm38158
chr1	176681966	176682125	-	ENSMUSG00000103584	Gm38053
chr1	176707400	176707479	+	ENSMUSG00002076339	Gm54732
chr1	176709137	176709971	+	ENSMUSG00000102475	Gm37246
chr1	176717073	176717796	+	ENSMUSG00000102211	Gm37490
chr1	176755429	176760277	-	102640747	Gm15423
chr1	176801802	176804011	+	ENSMUSG00000103251	Gm37519
chr1	176847639	177085928	-	23797	Akt3
chr1	176862606	176864502	-	ENSMUSG00000104391	Gm37960
chr1	176872808	176874339	-	ENSMUSG00000102133	Gm37106
chr1	176902050	176903350	-	ENSMUSG00000102749	Gm37598
chr1	176961727	176963019	-	ENSMUSG00000103163	Gm38146
chr1	176995664	176998428	-	ENSMUSG00000103646	Gm37706
chr1	177031048	177031474	-	ENSMUSG00000126811	Gm70085
chr1	177057457	177058252	-	ENSMUSG00000102427	Gm37463
chr1	177085283	177183042	+	ENSMUSG00000126666	ENSMUSG00000126666
chr1	177087108	177088054	-	ENSMUSG00000126770	Gm70082
chr1	177096918	177097234	+	ENSMUSG00000103633	Gm38328
chr1	177131868	177135947	-	ENSMUSG00000126731	Gm70076
chr1	177150307	177198315	+	ENSMUSG00000126692	ENSMUSG00000126692
chr1	177254397	177271029	-	ENSMUSG00000097892	Gm26801
chr1	177261483	177264492	+	ENSMUSG00000137757	Gm70859
chr1	177269917	177278330	+	30928	Zbtb18
chr1	177283789	177289128	+	ENSMUSG00000102432	Gm29856
chr1	177294844	177348653	+	ENSMUSG00000103043	Gm37306
chr1	177297989	177410511	+	ENSMUSG00000137601	Gm30013
chr1	177416022	177464507	-	ENSMUSG00000102885	Gm37280
chr1	177463273	177464503	-	ENSMUSG00000103767	Gm37858
chr1	177468499	177470846	-	ENSMUSG00000101746	2310043L19Rik
chr1	177469850	177472538	+	ENSMUSG00000122771	Gm69469
chr1	177533668	177557379	-	ENSMUSG00000126479	Gm30115
chr1	177555689	177580890	+	69428	Spmip3
chr1	177590528	177624398	-	11566	Adss2
chr1	177614422	177615031	+	100416220	Gm16585
chr1	177635997	177790244	+	631584	Catspere1
chr1	177789001	177811372	-	ENSMUSG00000124924	Gm69850
chr1	177810989	178000271	+	545391	Catspere2
chr1	177817228	177826305	-	ENSMUSG00000104097	Gm37313
chr1	177855599	177855705	-	115487707	Gm25312
chr1	177970867	177971838	+	ENSMUSG00000102493	Gm8010
chr1	177992289	177997137	-	ENSMUSG00000124163	Gm69636
chr1	178014983	178084867	+	78825	Desi2
chr1	178093770	178094672	+	ENSMUSG00000103958	Gm8023
chr1	178103613	178104206	-	75164	4930527J03Rik
chr1	178105162	178146670	-	ENSMUSG00000086350	B230369F24Rik
chr1	178126961	178127365	+	ENSMUSG00000104126	Gm37486
chr1	178145801	178153774	+	66359	Cox20
chr1	178148673	178165362	-	51810	Hnrnpu
chr1	178167166	178169035	+	ENSMUSG00000104279	Gm38300
chr1	178190966	178191086	-	ENSMUSG00002075531	Gm54783
chr1	178218384	178218489	+	115487605	Gm24919
chr1	178233199	178312286	+	68226	Efcab2
chr1	178233475	178233993	-	ENSMUSG00000138911	Gm70920
chr1	178234054	178234507	+	ENSMUSG00000138953	Gm70923
chr1	178320303	178355585	+	ENSMUSG00000138827	ENSMUSG00000138827
chr1	178341014	178356161	-	ENSMUSG00000138870	Gm70915
chr1	178356690	178766765	+	269152	Kif26b
chr1	178376982	178380953	-	ENSMUSG00000133913	Gm70643
chr1	178402121	178409340	-	ENSMUSG00000126485	Gm70065
chr1	178416204	178417938	-	ENSMUSG00000136443	Gm70788
chr1	178418068	178418496	+	ENSMUSG00000136169	Gm70773
chr1	178433924	178436629	-	ENSMUSG00000125491	Gm69971
chr1	178464470	178464636	+	115487650	Gm24405
chr1	178583373	178583846	+	ENSMUSG00000102922	Gm34176
chr1	178724346	178745317	-	ENSMUSG00000089713	Gm16564
chr1	178779131	179345610	-	69726	Smyd3
chr1	178924081	178926437	+	ENSMUSG00000135888	Gm70761
chr1	178996055	179007718	+	ENSMUSG00000135852	Gm70760
chr1	179180371	179186987	+	ENSMUSG00000141523	Gm71070
chr1	179347943	179348422	-	ENSMUSG00000096474	Gm5561
chr1	179355610	179374548	-	15278	Tfb2m
chr1	179365982	179366500	+	ENSMUSG00000082395	Gm15480
chr1	179373883	179455043	+	226744	Cnst
chr1	179445734	179446372	-	ENSMUSG00000142682	Gm71141
chr1	179463590	179472812	-	ENSMUSG00000128281	Gm70240
chr1	179495260	179515004	+	109232	Sccpdh
chr1	179522862	179572836	-	383592	Kif28
chr1	179548857	179557731	+	ENSMUSG00000129520	Gm70372
chr1	179572459	179631397	-	226747	Ahctf1
chr1	179630941	179632244	+	ENSMUSG00000073486	Gm10518
chr1	179675481	179677327	+	ENSMUSG00000134856	Gm70688
chr1	179682106	179684905	+	ENSMUSG00000137528	Gm70849
chr1	179683990	179758904	-	ENSMUSG00000137453	Gm31668
chr1	179739032	179739713	+	ENSMUSG00000137565	Gm70850
chr1	179739917	179757539	-	ENSMUSG00000137488	Gm70846
chr1	179752517	179752976	-	ENSMUSG00000104418	Gm37070
chr1	179787112	179993170	+	226751	Cdc42bpa
chr1	179848627	179851165	+	ENSMUSG00000102194	Gm38169
chr1	179972942	179975757	-	ENSMUSG00000142540	Gm71135
chr1	179973046	179975716	-	ENSMUSG00000103636	Gm38331
chr1	179992803	180029294	-	67426	Coq8a
chr1	180029868	180054219	-	ENSMUSG00000104520	Gm37336
chr1	180054569	180091003	-	19165	Psen2
chr1	180056168	180056936	+	ENSMUSG00000137014	Gm70821
chr1	180083440	180109864	+	102634049	Gm31728
chr1	180092492	180093154	-	ENSMUSG00000137051	Gm70824
chr1	180107933	180111687	-	ENSMUSG00000136975	Gm70819
chr1	180123597	180136672	-	105244025	Gm39713
chr1	180154533	180158599	-	ENSMUSG00000121653	Gm70427
chr1	180154739	180155749	-	ENSMUSG00000055676	Gm5069
chr1	180158036	180252367	+	320404	Itpkb
chr1	180185214	180192563	+	ENSMUSG00000104388	Gm37033
chr1	180185781	180192863	-	ENSMUSG00000140193	Gm70992
chr1	180200234	180201105	+	ENSMUSG00000103123	Gm37390
chr1	180204009	180207079	+	ENSMUSG00000103772	Gm36933
chr1	180259729	180260014	+	ENSMUSG00000122010	Gm69364
chr1	180259952	180311069	-	381310	Stum
chr1	180300920	180304652	-	ENSMUSG00000104210	Gm37984
chr1	180334660	180347298	-	ENSMUSG00000102608	Gm37267
chr1	180369129	180370117	+	ENSMUSG00000141254	Gm71045
chr1	180377930	180396371	-	102634394	Gm31986
chr1	180396443	180431307	+	11545	Parp1
chr1	180414766	180414832	+	102466761	Mir6904
chr1	180455512	180467120	+	ENSMUSG00000133968	Gm53485
chr1	180463294	180467465	-	ENSMUSG00000134007	Gm70644
chr1	180468309	180518259	+	72568	Lin9
chr1	180520608	180524599	-	27217	Mixl1
chr1	180549179	180549656	+	ENSMUSG00000104202	Gm8101
chr1	180551007	180553543	-	ENSMUSG00000134208	Gm70653
chr1	180553571	180583653	+	170760	Acbd3
chr1	180570775	180583401	-	ENSMUSG00000103649	Gm37768
chr1	180584308	180596225	-	105244026	Gm38293
chr1	180585180	180604353	+	ENSMUSG00000135643	5830405M20Rik
chr1	180602320	180606190	-	ENSMUSG00000135739	Gm70756
chr1	180605339	180620201	+	ENSMUSG00000135675	2900024J01Rik
chr1	180628051	180642178	-	15078	H3f3a
chr1	180639424	180640497	+	ENSMUSG00000140850	Gm71025
chr1	180641296	180672709	+	ENSMUSG00000073485	H3f3aos
chr1	180642448	180654292	-	ENSMUSG00000140733	Gm71014
chr1	180660334	180660441	+	115487612	Gm24836
chr1	180675564	180678495	-	ENSMUSG00000140774	Gm71018
chr1	180675870	180677063	+	ENSMUSG00000140810	Gm71020
chr1	180678612	180695678	+	208768	Sde2
chr1	180681847	180682023	-	ENSMUSG00000103979	Gm20305
chr1	180695928	180703014	+	ENSMUSG00000140021	Gm71256
chr1	180702443	180702891	+	100416319	Gm18036
chr1	180703022	180715978	-	105244027	Gm39714
chr1	180719664	180722008	-	ENSMUSG00000121043	Gm57186
chr1	180720635	180726932	+	320202	Lefty2
chr1	180731834	180736066	+	69051	Pycr2
chr1	180732897	180734507	-	ENSMUSG00000132731	Gm70577
chr1	180738309	180739501	-	ENSMUSG00000139589	Gm70958
chr1	180739620	180742225	+	ENSMUSG00000137694	Gm32199
chr1	180741960	180764566	-	ENSMUSG00000137653	Gm39715
chr1	180762587	180765971	+	13590	Lefty1
chr1	180769879	180804358	+	208795	Tmem63a
chr1	180779629	180785714	-	ENSMUSG00000085563	2210411M09Rik
chr1	180803723	180803854	-	ENSMUSG00000103930	Gm36961
chr1	180803775	180848537	-	13849	Ephx1
chr1	180850228	180850338	-	ENSMUSG00000103516	Gm37431
chr1	180853843	180857294	+	ENSMUSG00000102858	Gm37086
chr1	180878798	180888325	+	619326	Degs1l
chr1	180880093	180880739	-	100416208	Gm17967
chr1	180889584	180901877	+	105244029	Gm37406
chr1	180895161	180904205	+	ENSMUSG00000102219	Gm6606
chr1	180914703	180971782	-	67459	Nvl
chr1	180918694	180919830	+	ENSMUSG00000103178	Fgfr3-ps
chr1	180971814	180996559	+	98417	Cnih4
chr1	181000793	181039940	-	226757	Wdr26
chr1	181038297	181062445	+	ENSMUSG00000120002	Gm57146
chr1	181053551	181056063	+	ENSMUSG00000054135	A430110L20Rik
chr1	181059238	181060049	-	ENSMUSG00000141181	Gm71039
chr1	181060713	181062119	-	ENSMUSG00000121026	Gm57166
chr1	181069553	181069885	-	ENSMUSG00000081214	Rpl35a-ps2
chr1	181077795	181085299	-	ENSMUSG00000120933	Gm57185
chr1	181078689	181127281	+	105244031	Gm39717
chr1	181078840	181079444	+	ENSMUSG00000128049	Gm70206
chr1	181109611	181111457	+	666519	Gm8146
chr1	181180024	181289051	+	72978	Cnih3
chr1	181203771	181220091	+	ENSMUSG00000141421	Gm71062
chr1	181208743	181210053	+	ENSMUSG00000102276	2900069G24Rik
chr1	181228029	181228321	-	102637455	Gm16547
chr1	181259288	181259965	-	ENSMUSG00000089927	Gm16539
chr1	181294727	181321324	+	ENSMUSG00000127993	Gm70202
chr1	181337198	181339016	-	403180	Ccdc121rt1
chr1	181362148	181367478	-	ENSMUSG00000131380	Gm32767
chr1	181394992	181396776	-	ENSMUSG00000126134	Gm70023
chr1	181400067	181404109	-	ENSMUSG00000135655	Gm70749
chr1	181404124	181643339	+	240960	Dnah14
chr1	181448236	181454781	-	102636593	Gm33612
chr1	181513995	181517807	-	ENSMUSG00000103100	Gm37664
chr1	181641172	181641265	-	115487595	Gm23690
chr1	181641631	181672984	-	98386	Lbr
chr1	181668018	181668133	-	ENSMUSG00002075457	Gm55354
chr1	181679130	181681042	-	433384	Gm5533
chr1	181688513	181688875	+	ENSMUSG00000138916	Gm70921
chr1	181706364	181714311	+	102636665	Gm33669
chr1	181723949	181847856	-	13800	Enah
chr1	181777697	181780940	-	ENSMUSG00000103722	2700078F05Rik
chr1	181795264	181797488	-	ENSMUSG00000103317	Gm38359
chr1	181813901	181817769	-	ENSMUSG00000102950	Gm37018
chr1	181833625	181835251	-	ENSMUSG00000102760	Gm37258
chr1	181846216	181847028	-	ENSMUSG00000136544	Gm71644
chr1	181847721	181879335	+	ENSMUSG00000138589	Gm38648
chr1	181854638	181861214	-	ENSMUSG00000138631	Gm70904
chr1	181898968	181899384	+	ENSMUSG00000103379	Gm37177
chr1	181911779	181944445	+	ENSMUSG00000124204	Gm39719
chr1	181934927	181952251	-	102636735	Gm33725
chr1	181952302	181960690	+	27058	Srp9
chr1	181954971	181955754	-	100416209	Gm17968
chr1	181982269	181992051	-	625823	Vmn1r1
chr1	182016278	182047328	-	ENSMUSG00000143006	Gm71159
chr1	182082864	182099857	+	105244034	Gm33887
chr1	182103335	182110389	-	13244	Degs1
chr1	182115435	182130890	+	67330	1700047M11Rik
chr1	182140565	182169194	-	67948	Fbxo28
chr1	182177614	182178789	+	ENSMUSG00000123989	Gm69626
chr1	182189665	182196667	+	ENSMUSG00000141784	Gm71083
chr1	182195325	182236711	-	ENSMUSG00000141750	Gm71081
chr1	182220108	182221100	-	435657	Gm5706
chr1	182234984	182236593	-	ENSMUSG00000141810	Gm71085
chr1	182235829	182236586	-	ENSMUSG00000073482	Gm10517
chr1	182236697	182289997	+	209456	Trp53bp2
chr1	182294819	182345339	-	12334	Capn2
chr1	182311744	182320038	+	ENSMUSG00000102234	Gm37885
chr1	182321721	182325862	+	ENSMUSG00000104415	Gm37069
chr1	182373815	182374748	+	666624	Gm8197
chr1	182374072	182384781	+	ENSMUSG00000121762	Gm70984
chr1	182392572	182459917	+	170725	Capn8
chr1	182496209	182498254	-	ENSMUSG00000128558	Gm70267
chr1	182507504	182509457	+	ENSMUSG00000104376	Gm37516
chr1	182513715	182516159	+	ENSMUSG00000102688	Gm37218
chr1	182516561	182517706	-	ENSMUSG00000133575	Gm70630
chr1	182574691	182576745	-	433386	Ccdc185
chr1	182579684	182583351	-	ENSMUSG00000143990	Gm71227
chr1	182585906	182591411	-	ENSMUSG00000132537	Gm70567
chr1	182591025	182724156	+	96935	Susd4
chr1	182605827	182606548	-	ENSMUSG00000137428	Gm70839
chr1	182735275	182738106	+	ENSMUSG00000102291	Gm37542
chr1	182737234	182738117	-	ENSMUSG00000136096	Gm70771
chr1	182756800	182781315	-	ENSMUSG00000125452	Gm69962
chr1	182782311	182805500	+	53791	Tlr5
chr1	182844978	183003093	-	68897	Disp1
chr1	182856170	182856270	+	ENSMUSG00002076589	Gm56359
chr1	182856806	182866001	+	ENSMUSG00000131021	Gm70490
chr1	182986635	182988121	-	100504508	Gm68670
chr1	182987114	182987980	-	ENSMUSG00000102478	BC085271
chr1	183006075	183006871	+	ENSMUSG00000136408	Gm70785
chr1	183048156	183051138	-	ENSMUSG00000118599	Fam177b
chr1	183057910	183078853	-	71678	Brox
chr1	183078134	183118580	+	108909	Aida
chr1	183094568	183099967	-	ENSMUSG00000126249	Gm70030
chr1	183103389	183151096	-	338366	Mia3
chr1	183126931	183144106	+	ENSMUSG00000121189	Gm34102
chr1	183150975	183152835	+	ENSMUSG00000127908	Gm71347
chr1	183152417	183152808	+	112841593	Gm37339
chr1	183170286	183193234	+	21339	Taf1a
chr1	183195398	183195780	+	ENSMUSG00000104212	Gm37986
chr1	183199147	183217960	+	78772	Hhipl2
chr1	183201586	183203121	+	ENSMUSG00000104022	A430073I11Rik
chr1	183285481	183334416	+	ENSMUSG00000103451	Gm33973
chr1	183365704	183372604	+	ENSMUSG00000126164	Gm39724
chr1	183413978	183414328	-	ENSMUSG00000090533	Gm8214
chr1	183481174	183541943	+	102637191	Gm34068
chr1	183601030	183653596	-	ENSMUSG00000125326	Gm69921
chr1	183650327	183650473	+	ENSMUSG00000104007	Gm38332
chr1	183660602	183661427	+	ENSMUSG00000102743	Gm38108
chr1	183665685	183678172	+	ENSMUSG00000135264	Gm34130
chr1	183674118	183726364	-	ENSMUSG00000135228	Gm70725
chr1	183744792	183746032	-	ENSMUSG00000130433	Gm70448
chr1	183745499	183807842	+	63953	Dusp10
chr1	183755519	183762406	-	ENSMUSG00000130317	Gm70441
chr1	183762682	183763881	-	ENSMUSG00000130472	Gm70449
chr1	183765227	183766498	-	73363	1700056E22Rik
chr1	183769721	183771359	-	ENSMUSG00000130396	Gm70446
chr1	183771743	183771894	+	ENSMUSG00000130509	Gm70451
chr1	183850471	183870290	+	ENSMUSG00000123627	Gm69596
chr1	183878154	183879203	-	ENSMUSG00000134903	Gm70693
chr1	184046595	184076943	-	ENSMUSG00000127571	Gm34177
chr1	184090526	184126474	+	ENSMUSG00000102682	Gm37223
chr1	184096967	184185644	-	ENSMUSG00000102794	Gm37712
chr1	184175177	184175931	+	ENSMUSG00000104419	2900092O11Rik
chr1	184180356	184288878	+	ENSMUSG00000136676	Gm70799
chr1	184229136	184231813	-	ENSMUSG00000136830	Gm70812
chr1	184260038	184289897	-	73590	1700112H15Rik
chr1	184312306	184312403	-	115487629	Gm23349
chr1	184342399	184361765	-	ENSMUSG00000103308	Gm37800
chr1	184349445	184349924	+	433387	Rpl21-ps1
chr1	184377620	184381050	+	ENSMUSG00000125612	Gm69982
chr1	184397310	184409952	-	ENSMUSG00000135695	Gm70751
chr1	184424227	184444553	-	ENSMUSG00000140430	Gm71004
chr1	184427231	184427658	+	ENSMUSG00000103314	Gm38358
chr1	184444668	184451189	+	74971	4930488B22Rik
chr1	184455449	184457270	-	ENSMUSG00000142755	Gm71144
chr1	184456758	184457672	-	ENSMUSG00000142796	Gm71146
chr1	184458496	184465842	-	15284	Hlx
chr1	184463954	184471731	+	ENSMUSG00000102158	Gm34342
chr1	184481455	184482866	-	ENSMUSG00000137472	Gm70845
chr1	184483591	184486528	+	ENSMUSG00000135975	Gm70764
chr1	184502567	184502962	-	ENSMUSG00000131239	Gm70502
chr1	184503006	184505687	+	ENSMUSG00000133258	Gm70607
chr1	184518934	184543511	-	66112	Mtarc1
chr1	184543623	184578648	-	67247	Mtarc2
chr1	184544121	184545059	+	ENSMUSG00000138306	Gm70890
chr1	184554604	184554685	-	100316821	Mir1981
chr1	184590335	184590609	-	ENSMUSG00002076207	Gm55575
chr1	184594386	184600013	-	ENSMUSG00000136184	Gm70774
chr1	184604123	184615415	-	226777	C130074G19Rik
chr1	184628605	184732334	-	226778	Mark1
chr1	184649967	184652031	+	ENSMUSG00000130857	Gm70474
chr1	184655333	184674697	+	ENSMUSG00000102784	Gm38251
