seqnames	start	end	width	strand	gene_id	symbol
chr3	186786672	186786777	106	+	100302143	MIR1248
chr3	186786675	186786852	178	+	677847	SNORA81
chr3	186787300	186787431	132	+	6043	SNORA63
chr3	186787612	186787749	138	+	619568	SNORA4
chr3	186789880	186807058	17179	-	5984	RFC4
chr3	186810880	186825521	14642	-	102724699	LINC02043
chr3	186842690	186858463	15774	+	9370	ADIPOQ
chr3	186851886	186856123	4238	-	100874095	ADIPOQ-AS1
chr3	186930485	187078553	148069	+	6480	ST6GAL1
chr3	187120948	187180908	59961	-	116832	RPL39L
chr3	187197090	187207629	10540	-	101929106	LOC101929106
chr3	187197486	187201465	3980	+	132112	RTP1
chr3	187217285	187292022	74738	-	5648	MASP1
chr3	187368332	187372076	3745	+	64108	RTP4
chr3	187668906	187670399	1494	-	6750	SST
chr3	187698259	187702557	4299	-	344892	RTP2
chr3	187702313	187733849	31537	+	100131635	LOC100131635
chr3	187721377	187745727	24351	-	604	BCL6
chr3	188151206	188154057	2852	-	339929	LPP-AS2
chr3	188153284	188890671	737388	+	4026	LPP
chr3	188178543	188180812	2270	+	401105	FLJ42393
chr3	188562238	188568666	6429	-	100873917	LPP-AS1
chr3	188688781	188688866	86	+	407020	MIR28
chr3	188941715	188947639	5925	-	100874043	TPRG1-AS1
chr3	188947214	189325304	378091	+	285386	TPRG1
chr3	189238686	189240594	1909	-	100874027	TPRG1-AS2
chr3	189631416	189897279	265864	+	8626	TP63
chr3	189829922	189830009	88	+	100126340	MIR944
chr3	189956728	190122437	165710	-	55214	P3H2
chr3	190120964	190144846	23883	+	101929152	P3H2-AS1
chr3	190305701	190322475	16775	-	9076	CLDN1
chr3	190322541	190412143	89603	+	10686	CLDN16
chr3	190428655	190449876	21222	-	131920	TMEM207
chr3	190514051	190659750	145700	+	3556	IL1RAP
chr3	190852877	190892429	39553	-	647309	GMNC
chr3	191199241	191265615	66375	+	344901	OSTN
chr3	191213291	191234605	21315	-	106480738	OSTN-AS1
chr3	191267168	191330536	63369	-	257313	UTS2B
chr3	191329077	191398670	69594	+	152137	CCDC50
chr3	191461163	191461456	294	+	152138	PYDC2
chr3	191557324	191590356	33033	+	103344926	LINCR-0002
chr3	192139395	192767764	628370	-	2257	FGF12
chr3	192238037	192283097	45061	+	100873986	FGF12-AS1
chr3	192796815	192918161	121347	-	151963	MB21D2
chr3	193241125	193277738	36614	+	57110	HRASLS
chr3	193274790	193378843	104054	-	344905	ATP13A5
chr3	193307244	193314362	7119	+	100874218	ATP13A5-AS1
chr3	193402077	193593111	191035	-	84239	ATP13A4
chr3	193553213	193555088	1876	+	101929198	ATP13A4-AS1
chr3	193593144	193697823	104680	+	4976	OPA1
chr3	193618609	193627337	8729	-	100873941	OPA1-AS1
chr3	193957372	194003659	46288	-	647323	LINC02026
chr3	194136145	194138732	2588	+	3280	HES1
chr3	194203016	194250153	47138	-	100505920	LINC02036
chr3	194247648	194257772	10125	+	101929337	LINC02037
chr3	194296465	194312803	16339	-	100131551	LINC00887
chr3	194339765	194351328	11564	-	1370	CPN2
chr3	194355247	194369743	14497	-	131578	LRRC15
chr3	194402672	194498364	95693	-	79572	ATP13A3
chr3	194584011	194590260	6250	+	100507297	TMEM44-AS1
chr3	194587673	194633689	46017	-	93109	TMEM44
chr3	194640788	194672477	31690	-	55341	LSG1
chr3	194686544	194689037	2494	+	131583	FAM43A
chr3	194708421	194782168	73748	+	100507391	LINC01968
chr3	195068279	195271167	202889	-	152002	XXYLT1
chr3	195094588	195096057	1470	+	100874528	XXYLT1-AS1
chr3	195134506	195134580	75	-	100422926	MIR3137
chr3	195147871	195152790	4920	+	101410543	XXYLT1-AS2
chr3	195274736	195443078	168343	-	23527	ACAP2
chr3	195514425	195543386	28962	-	5504	PPP1R2
chr3	195568702	195584205	15504	-	347	APOD
chr3	195658062	195708807	50746	+	727956	SDHAP2
chr3	195681616	195739964	58349	+	440993	MIR570HG
chr3	195699401	195699497	97	+	693155	MIR570
chr3	195708154	195741123	32970	+	200958	MUC20
chr3	195746765	195812277	65513	-	4585	MUC4
chr3	195836193	195860404	24212	-	101929697	LINC01983
chr3	195863364	195911945	48582	-	10188	TNK2
chr3	195882329	195882395	67	-	102465977	MIR6829
chr3	196027183	196082189	55007	-	7037	TFRC
chr3	196142636	196160890	18255	+	401109	LINC00885
chr3	196197449	196211395	13947	-	131540	ZDHHC19
chr3	196211487	196243178	31692	+	200931	SLC51A
chr3	196214222	196287957	73736	-	5130	PCYT1A
chr3	196248230	196318299	70070	-	255758	TCTEX1D2
chr3	196316082	196338388	22307	-	100534611	TM4SF19-TCTEX1D2
chr3	196318330	196325570	7241	+	100874214	TM4SF19-AS1
chr3	196323546	196338503	14958	-	116211	TM4SF19
chr3	196347662	196432474	84813	-	26043	UBXN7
chr3	196468783	196503768	34986	-	165918	RNF168
chr3	196506877	196515366	8490	-	255798	SMCO1
chr3	196554177	196568674	14498	-	348793	WDR53
chr3	196568611	196589059	20449	+	200933	FBXO45
chr3	196631498	196632587	1090	-	101929769	LINC01063
chr3	196639686	196662004	22319	+	375387	NRROS
chr3	196639775	196736007	96233	+	54965	PIGX
chr3	196706277	196712293	6017	-	84984	CEP19
chr3	196739857	196832647	92791	+	5062	PAK2
chr3	196867856	196934714	66859	+	205564	SENP5
chr3	196935406	196942597	7192	-	22916	NCBP2
chr3	196942623	196943540	918	+	152217	NCBP2-AS2
chr3	196946343	196969060	22718	-	80235	PIGZ
chr3	196988621	197029816	41196	-	4241	MELTF
chr3	196999460	197004744	5285	+	100507057	MELTF-AS1
chr3	197042560	197299300	256741	-	1739	DLG1
chr3	197293878	197293948	71	-	100616216	MIR4797
chr3	197298252	197303747	5496	+	100507086	DLG1-AS1
chr3	197509783	197573323	63541	-	622	BDH1
chr3	197671393	197749727	78335	-	9711	RUBCN
chr3	197674496	197674576	81	-	100126321	MIR922
chr3	197737179	197787596	50418	+	84248	FYTTD1
chr3	197791226	197888436	97211	+	84859	LRCH3
chr3	197889075	197960142	71068	-	84223	IQCG
chr3	197949987	197956610	6624	+	6165	RPL35A
chr3	197960200	198043720	83521	+	89782	LMLN
chr3	198038321	198039234	914	-	100873947	LMLN-AS1
chr4	53285	88211	34927	+	152687	ZNF595
chr4	124480	163989	39510	+	255403	ZNF718
chr4	270675	305321	34647	-	654254	ZNF732
chr4	337814	384864	47051	+	7700	ZNF141
chr4	350157	350252	96	+	693156	MIR571
chr4	425815	474142	48328	-	79963	ABCA11P
chr4	439988	499156	59169	-	170960	ZNF721
chr4	499210	540196	40987	+	54872	PIGG
chr4	625584	670782	45199	+	5158	PDE6B
chr4	672436	674338	1903	-	521	ATP5ME
chr4	673580	682033	8454	+	4636	MYL5
chr4	681829	689441	7613	-	84179	SLC49A3
chr4	705748	770640	64893	+	10336	PCGF3
chr4	762387	781849	19463	-	100129917	LOC100129917
chr4	784957	826198	41242	-	10815	CPLX1
chr4	849276	932373	83098	-	2580	GAK
chr4	932387	958656	26270	+	84286	TMEM175
chr4	958887	986895	28009	-	1609	DGKQ
chr4	979073	993440	14368	-	10861	SLC26A1
chr4	986997	1004506	17510	+	3425	IDUA
chr4	1009979	1026897	16919	+	53834	FGFRL1
chr4	1056254	1113562	57309	-	285498	RNF212
chr4	1113639	1132977	19339	+	105374344	LOC105374344
chr4	1166932	1208962	42031	-	10417	SPON2
chr4	1172049	1208962	36914	-	100130872	LOC100130872
chr4	1210120	1218591	8472	+	285463	CTBP1-AS
chr4	1211448	1249953	38506	-	1487	CTBP1
chr4	1249300	1250446	1147	+	92070	CTBP1-DT
chr4	1289851	1340147	50297	+	10296	MAEA
chr4	1347266	1388049	40784	+	57654	UVSSA
chr4	1391552	1395989	4438	+	285464	CRIPAK
chr4	1402932	1406331	3400	-	54729	NKX1-1
chr4	1617915	1684302	66388	-	152877	FAM53A
chr4	1692800	1712555	19756	-	7884	SLBP
chr4	1715952	1721358	5407	-	92305	TMEM129
chr4	1721490	1745176	23687	+	10460	TACC3
chr4	1793307	1808872	15566	+	2261	FGFR3
chr4	1811479	1856247	44769	-	3954	LETM1
chr4	1871424	1982207	110784	+	7468	NSD2
chr4	1974636	1974760	125	+	677770	SCARNA22
chr4	1982714	2041903	59190	-	7469	NELFA
chr4	1986384	1986477	94	-	100126332	MIR943
chr4	2041993	2043970	1978	+	401115	C4orf48
chr4	2059512	2069089	9578	+	339983	NAT8L
chr4	2071918	2242121	170204	-	353497	POLN
chr4	2227464	2242164	14701	-	79441	HAUS3
chr4	2247432	2262294	14863	-	10608	MXD4
chr4	2250077	2250156	80	-	100616358	MIR4800
chr4	2269582	2418663	149082	-	57732	ZFYVE28
chr4	2418974	2462942	43969	+	402160	CFAP99
chr4	2462220	2625320	163101	+	6047	RNF4
chr4	2625261	2732565	107305	+	8603	FAM193A
chr4	2741648	2756376	14729	-	79155	TNIP2
chr4	2793023	2841098	48076	+	6452	SH3BP2
chr4	2843857	2930076	86220	+	118	ADD1
chr4	2930561	2934859	4299	-	10227	MFSD10
chr4	2934899	2961738	26840	+	317648	NOP14-AS1
chr4	2937933	2963385	25453	-	8602	NOP14
chr4	2963608	3040747	77140	+	2868	GRK4
chr4	3063471	3074514	11044	-	100750326	HTT-AS
chr4	3074681	3243959	169279	+	3064	HTT
chr4	3244369	3271738	27370	+	345222	MSANTD1
chr4	3293028	3439913	146886	+	6002	RGS12
chr4	3441887	3449495	7609	+	3083	HGFAC
chr4	3463311	3501473	38163	+	285489	DOK7
chr4	3506376	3532559	26184	-	4043	LRPAP1
chr4	3576869	3590711	13843	+	285492	LINC00955
chr4	3673593	3677855	4263	-	100133461	LINC02171
chr4	3766398	3768526	2129	+	152	ADRA2C
chr4	3915183	3955419	40237	-	348926	FAM86EP
chr4	4188803	4226889	38087	-	133060	OTOP1
chr4	4235542	4248212	12671	-	85013	TMEM128
chr4	4267701	4290169	22469	-	55646	LYAR
chr4	4290251	4321786	31536	+	166793	ZBTB49
chr4	4348140	4419058	70919	+	27065	NSG1
chr4	4415742	4542346	126605	-	53407	STX18
chr4	4476121	4481700	5580	-	104472519	STX18-IT1
chr4	4542131	4710938	168808	+	100507266	STX18-AS1
chr4	4844437	4850827	6391	+	103695434	LINC01396
chr4	4859666	4863936	4271	+	4487	MSX1
chr4	5014586	5019472	4887	-	54360	CYTL1
chr4	5051442	5500998	449557	+	55351	STK32B
chr4	5524569	5527801	3233	+	10141	LINC01587
chr4	5542772	5709548	166777	-	132884	EVC2
chr4	5711197	5814305	103109	+	2121	EVC
chr4	5748084	5893058	144975	-	1400	CRMP1
chr4	5923275	5923328	54	-	100616201	MIR378D1
chr4	6026199	6200591	174393	-	152789	JAKMIP1
chr4	6200733	6238317	37585	+	285484	LINC02495
chr4	6269849	6303265	33417	+	7466	WFS1
chr4	6320578	6563600	243023	-	5522	PPP2R2C
chr4	6575175	6623362	48188	+	23324	MAN2B2
chr4	6640091	6642745	2655	+	93621	MRFAP1
chr4	6670725	6673830	3106	-	105374366	LINC02482
chr4	6673451	6676047	2597	+	93622	LOC93622
chr4	6693069	6697170	4102	+	6286	S100P
chr4	6707701	6709880	2180	-	114932	MRFAP1L1
chr4	6716055	6717671	1617	+	55330	BLOC1S4
chr4	6781375	6884170	102796	+	9778	KIAA0232
chr4	6909242	7033118	123877	+	57533	TBC1D14
chr4	7030554	7046231	15678	-	100129931	LOC100129931
chr4	7040849	7042939	2091	-	257236	CCDC96
chr4	7041899	7057952	16054	+	93624	TADA2B
chr4	7058906	7068197	9292	-	80273	GRPEL1
chr4	7094571	7103380	8810	-	730971	LINC02447
chr4	7192538	7742836	550299	+	57537	SORCS2
chr4	7310450	7310524	75	+	100616471	MIR4798
chr4	7432258	7434945	2688	-	768239	PSAPL1
chr4	7460028	7460118	91	+	100422826	MIR4274
chr4	7754090	7778928	24839	+	84740	AFAP1-AS1
chr4	7758714	7939926	181213	-	60312	AFAP1
chr4	7939001	7940296	1296	+	389199	LOC389199
chr4	7965310	8158832	193523	-	84448	ABLIM2
chr4	8005301	8005381	81	-	407052	MIR95
chr4	8182072	8241103	59032	+	54436	SH3TC1
chr4	8269765	8307111	37347	+	94031	HTRA3
chr4	8366282	8440723	74442	-	8310	ACOX3
chr4	8438869	8493531	54663	+	152992	TRMT44
chr4	8578325	8619761	41437	+	8532	CPZ
chr4	8580237	8587750	7514	+	27201	GPR78
chr4	8846076	8871817	25742	-	3166	HMX1
chr4	9210657	9212249	1593	+	100287144	USP17L10
chr4	9215405	9259716	44312	+	100287178	USP17L11
chr4	9220152	9264464	44313	+	100287205	USP17L12
chr4	9224896	9226488	1593	+	100287238	USP17L13
chr4	9234385	9365080	130696	+	100288520	USP17L15
chr4	9243879	9245471	1593	+	100287327	USP17L17
chr4	9253378	9254970	1593	+	100287404	USP17L19
chr4	9267619	9269211	1593	+	100287441	USP17L20
chr4	9325165	9364721	39557	+	728373	USP17L25
chr4	9444534	9450514	5981	+	644414	DEFB131A
chr4	9556168	9556316	149	-	100302277	MIR548I2
chr4	9779807	10054936	275130	-	56606	SLC2A9
chr4	9781680	9784009	2330	+	1816	DRD5
chr4	10074339	10116949	42611	-	9948	WDR1
chr4	10078611	10078692	82	-	100423011	MIR3138
chr4	10439874	10457410	17537	-	85460	ZNF518B
chr4	10486395	10684865	198471	-	116449	CLNK
chr4	11368827	11368921	95	+	693157	MIR572
chr4	11393150	11429765	36616	-	9957	HS3ST1
chr4	12223451	12251286	27836	+	101929019	LINC02270
chr4	13361354	13484365	123012	-	9364	RAB28
chr4	13526319	13534335	8017	-	285547	LINC01097
chr4	13540830	13545050	4221	-	579	NKX3-2
chr4	13568738	13627723	58986	-	259282	BOD1L1
chr4	13627865	13627957	93	+	100847023	MIR5091
chr4	13655179	13977075	321897	+	101929071	LINC01182
chr4	14111968	14140052	28085	+	152742	LINC01085
chr4	14470465	14888169	417705	-	201853	LINC00504
chr4	14909961	15002045	92085	-	441009	CPEB2-DT
chr4	15002674	15070153	67480	+	132864	CPEB2
chr4	15004942	15427914	422973	-	101929095	LOC101929095
chr4	15339818	15446166	106349	+	114905	C1QTNF7
chr4	15469865	15601557	131693	+	57545	CC2D2A
chr4	15604539	15681619	77081	-	26234	FBXL5
chr4	15681662	15705565	23904	+	285550	FAM200B
chr4	15702950	15738313	35364	+	683	BST1
chr4	15778275	15853230	74956	+	952	CD38
chr4	15935569	15938740	3172	-	9982	FGFBP1
chr4	15960243	15969309	9067	-	83888	FGFBP2
chr4	15963076	16084378	121303	-	8842	PROM1
chr4	16160505	16227410	66906	-	202018	TAPT1
chr4	16226685	16320140	93456	+	202020	TAPT1-AS1
chr4	16501541	16898809	397269	-	9079	LDB2
chr4	17171757	17186059	14303	-	101929123	LINC02493
chr4	17460261	17512234	51974	-	5860	QDPR
chr4	17515165	17527104	11940	+	645104	CLRN2
chr4	17577192	17607972	30781	+	51056	LAP3
chr4	17614631	17634105	19475	+	80306	MED28
chr4	17629306	17781512	152207	-	27146	FAM184B
chr4	17800655	17810758	10104	-	54876	DCAF16
chr4	17810902	17844862	33961	+	64151	NCAPG
chr4	17841199	18021876	180678	-	254251	LCORL
chr4	20253260	20620561	367302	+	9353	SLIT2
chr4	20392189	20394856	2668	+	100505893	SLIT2-IT1
chr4	20528275	20528384	110	+	407000	MIR218-1
chr4	20696282	20752907	56626	+	133015	PACRGL
chr4	20728616	21948799	1220184	-	80333	KCNIP4
chr4	21582096	21613728	31633	+	105374516	LOC105374516
chr4	21843341	21853188	9848	-	359822	KCNIP4-IT1
chr4	22345071	22516054	170984	-	166647	ADGRA3
chr4	22692914	22819575	126662	+	57733	GBA3
chr4	23755041	23904089	149049	-	10891	PPARGC1A
chr4	24517441	24584550	67110	-	1665	DHX15
chr4	24520192	24520290	99	-	693158	MIR573
chr4	24789912	24800842	10931	+	6649	SOD3
chr4	24806117	24980204	174088	-	91050	CCDC149
chr4	24998847	25030879	32033	-	55203	LGI2
chr4	25120014	25160442	40429	-	51091	SEPSECS
chr4	25160641	25201440	40800	+	285540	SEPSECS-AS1
chr4	25160663	25279092	118430	+	55300	PI4K2B
chr4	25312785	25370383	57599	+	29063	ZCCHC4
chr4	25377213	25418498	41286	+	29945	ANAPC4
chr4	25655301	25678748	23448	+	10568	SLC34A2
chr4	25747427	25863760	116334	-	23231	SEL1L3
chr4	25861830	25929874	68045	+	389203	SMIM20
chr4	26163455	26435131	271677	+	3516	RBPJ
chr4	26481400	26490462	9063	-	886	CCKAR
chr4	26576437	26755351	178915	+	55296	TBC1D19
chr4	26857678	27025381	167704	+	57620	STIM2
chr4	26859806	26860599	794	-	105374546	LOC105374546
chr4	27217479	27282225	64747	+	101929199	LINC02261
chr4	30720415	31146805	426391	+	5099	PCDH7
chr4	31171144	31211675	40532	+	102723778	LINC02497
chr4	31997397	32155406	158010	+	102723828	LINC02506
chr4	32351038	32353220	2183	+	101927363	LINC02353
chr4	33776347	34039893	263547	-	101928622	LOC101928622
chr4	35948221	36244509	296289	-	116984	ARAP2
chr4	36244116	36274220	30105	+	439933	LOC439933
chr4	36281622	36345756	64135	+	401124	DTHD1
chr4	37001816	37020708	18893	+	100508631	LINC02616
chr4	37241910	37241991	82	-	100616435	MIR4801
chr4	37244220	37449465	205246	+	57495	NWD2
chr4	37453941	37623495	169555	+	55286	C4orf19
chr4	37590800	37686376	95577	-	768211	RELL1
chr4	37826633	37862937	36305	+	55276	PGM2
chr4	37891087	38139175	248089	+	23216	TBC1D1
chr4	37960435	37961125	691	+	10744	PTTG2
chr4	38420662	38523180	102519	-	101928776	LINC01258
chr4	38612701	38664883	52183	-	79667	KLF3-AS1
chr4	38664196	38701042	36847	+	51274	KLF3
chr4	38772239	38782990	10752	-	81793	TLR10
chr4	38790848	38856817	65970	-	7096	TLR1
chr4	38823715	38856817	33103	-	10333	TLR6
chr4	38867677	38945739	78063	+	92689	FAM114A1
chr4	38868032	38868127	96	+	693159	MIR574
chr4	38966744	39032922	66179	-	80008	TMEM156
chr4	39045039	39126857	81819	+	51088	KLHL5
chr4	39182404	39285810	103407	+	57728	WDR19
chr4	39287456	39366375	78920	-	5981	RFC1
chr4	39406853	39451536	44684	+	152831	KLB
chr4	39411910	39411974	65	+	100847065	MIR5591
chr4	39454124	39458948	4825	-	6133	RPL9
chr4	39459000	39477653	18654	+	11019	LIAS
chr4	39498755	39528311	29557	-	7358	UGDH
chr4	39528019	39594707	66689	+	100885776	UGDH-AS1
chr4	39546330	39639090	92761	-	201895	SMIM14
chr4	39698044	39782792	84749	+	3093	UBE2K
chr4	39822863	39977956	155094	-	23244	PDS5A
chr4	40056826	40158252	101427	+	55728	N4BP2
chr4	40191053	40246967	55915	+	399	RHOH
chr4	40316485	40330419	13935	+	101060498	LINC02265
chr4	40335329	40355217	19889	+	55584	CHRNA9
chr4	40423267	40630875	207609	-	54502	RBM47
chr4	40502040	40502119	80	-	100616274	MIR4802
chr4	40749897	40809985	60089	+	79730	NSUN7
chr4	40810027	41216714	406688	-	323	APBB2
chr4	41220074	41256727	36654	-	101410542	UCHL1-AS1
chr4	41256413	41268455	12043	+	7345	UCHL1
chr4	41359607	41700044	340438	+	22998	LIMCH1
chr4	41744082	41748970	4889	-	8929	PHOX2B
chr4	41876481	41882611	6131	-	101927074	LINC00682
chr4	41935120	41960572	25453	+	55161	TMEM33
chr4	41981696	41986467	4772	+	285429	DCAF4L1
chr4	41990472	42090457	99986	+	10463	SLC30A9
chr4	42110938	42152878	41941	-	389206	BEND4
chr4	42281830	42391268	109439	-	105374428	LOC105374428
chr4	42397839	42402487	4649	+	152573	SHISA3
chr4	42408373	42657105	248733	-	10396	ATP8A1
chr4	42893267	43030658	137392	+	389207	GRXCR1
chr4	44016861	44022063	5203	+	100506827	LINC02475
chr4	44173909	44448807	274899	-	386617	KCTD8
chr4	44622065	44678556	56492	-	285525	YIPF7
chr4	44678427	44700926	22500	+	60558	GUF1
chr4	44682200	44726595	44396	-	132789	GNPDA2
chr4	46035769	46124081	88313	-	2565	GABRG1
chr4	46248427	46475230	226804	-	2555	GABRA2
chr4	46734827	46909235	174409	-	170712	COX7B2
chr4	46918900	46994407	75508	-	2557	GABRA4
chr4	46993723	47426444	432722	+	2560	GABRB1
chr4	47450796	47463719	12924	-	54951	COMMD8
chr4	47485288	47593486	108199	+	57205	ATP10D
chr4	47593998	47838106	244109	-	10699	CORIN
chr4	47652669	47652743	75	+	102467004	MIR8053
chr4	47831385	47896709	65325	+	101927179	LOC101927179
chr4	47847233	47914667	67435	-	152518	NFXL1
chr4	47914142	48025194	111053	+	101927157	LOC101927157
chr4	47935977	48016672	80696	-	1259	CNGA1
chr4	48016772	48040173	23402	+	152519	NIPAL1
chr4	48066393	48134256	67864	-	7294	TXK
chr4	48135783	48269864	134082	-	7006	TEC
chr4	48341322	48426212	84891	+	57606	SLAIN2
chr4	48483343	48489196	5854	+	201780	SLC10A4
chr4	48490252	48494389	4138	+	326340	ZAR1
chr4	48497361	48780322	282962	-	285527	FRYL
chr4	48805212	48861817	56606	+	54940	OCIAD1
chr4	48885019	48906937	21919	-	132299	OCIAD2
chr4	48986247	49062081	75835	+	80157	CWH43
chr4	51843000	51916837	73838	+	23142	DCUN1D4
chr4	51993702	52017620	23919	-	339977	LRRC66
chr4	52020706	52038482	17777	-	6443	SGCB
chr4	52051331	52097292	45962	+	132671	SPATA18
chr4	52590972	52659335	68364	-	64854	USP46
chr4	52659406	52661668	2263	+	643783	USP46-AS1
chr4	52712404	52720351	7948	+	57291	DANCR
chr4	52712682	52712747	66	+	100616436	MIR4449
chr4	52713249	52713370	122	+	677810	SNORA26
chr4	52722618	52751640	29023	-	100288413	ERVMER34-1
chr4	52789994	52815464	25471	+	152578	LINC01618
chr4	52862290	52866835	4546	+	65997	RASL11B
chr4	52872982	53366075	493094	-	152579	SCFD2
chr4	53377643	53460861	83219	+	81608	FIP1L1
chr4	53377839	54298247	920409	+	5156	PDGFRA
chr4	53459301	53701405	242105	-	84708	LNX1
chr4	53496400	53549578	53179	+	100873939	LNX1-AS1
chr4	53592956	53604047	11092	+	100873955	LNX1-AS2
chr4	53659208	53737156	77949	+	100506444	LOC100506444
chr4	54009789	54064690	54902	-	26511	CHIC2
chr4	54099523	54102505	2983	+	170825	GSX2
chr4	54603211	54607131	3921	-	339978	LINC02260
chr4	54657918	54740715	82798	+	3815	KIT
chr4	55078477	55125589	47113	-	3791	KDR
chr4	55346109	55373096	26988	+	79644	SRD5A3
chr4	55363971	55395842	31872	-	100506462	SRD5A3-AS1
chr4	55395957	55453397	57441	+	55858	TMEM165
chr4	55427903	55547138	119236	-	9575	CLOCK
chr4	55556525	55592212	35688	-	132954	PDCL2
chr4	55595229	55636698	41470	-	10874	NMU
chr4	55820003	55837382	17380	+	644145	EXOC1L
chr4	55853616	55905034	51419	+	55763	EXOC1
chr4	55948871	56033363	84493	+	9662	CEP135
chr4	56049073	56328625	279553	+	57482	KIAA1211
chr4	56338287	56387508	49222	-	132949	AASDH
chr4	56393362	56435615	42254	-	5471	PPAT
chr4	56435741	56464579	28839	+	10606	PAICS
chr4	56466915	56503680	36766	+	6731	SRP72
chr4	56505343	56524448	19106	+	132946	ARL9
chr4	56530609	56603507	72899	+	100506564	THEGL
chr4	56647988	56681899	33912	-	84525	HOPX
chr4	56809860	56821742	11883	-	6691	SPINK2
chr4	56907876	56935844	27969	+	5978	REST
chr4	56963370	56978823	15454	-	84273	NOA1
chr4	56977722	57031168	53447	+	5431	POLR2B
chr4	57030773	57110385	79613	-	3490	IGFBP7
chr4	57109762	57205510	95749	+	255130	IGFBP7-AS1
chr4	57425872	57465986	40115	+	101928851	LINC02380
chr4	58524515	58536328	11814	-	105377671	LINC02494
chr4	58984282	59046959	62678	+	105377247	LINC02429
chr4	58987182	58988160	979	-	105377245	LOC105377245
chr4	60922619	60922684	66	+	100616450	MIR548AG1
chr4	61201664	62072466	870803	+	23284	ADGRL3
chr4	62071752	62165554	93803	-	101927186	ADGRL3-AS1
chr4	64275257	64409468	134212	-	253017	TECRL
chr4	64914281	65004500	90220	-	401134	LINC02232
chr4	65319563	65670495	350933	-	2044	EPHA5
chr4	65669961	65698029	28069	+	100144602	EPHA5-AS1
chr4	66276824	66276928	105	+	100302177	MIR1269A
chr4	67417305	67468251	50947	-	101927237	LOC101927237
chr4	67468748	67545606	76859	-	1060	CENPC
chr4	67558728	67607337	48610	+	26228	STAP1
chr4	67612652	67701179	88528	-	55236	UBA6
chr4	67701280	68080952	379673	+	550112	UBA6-AS1
chr4	67739328	67754360	15033	-	2798	GNRHR
chr4	67820876	67884032	63157	-	9407	TMPRSS11D
chr4	67909385	67964140	54756	-	339967	TMPRSS11A
chr4	68053198	68129880	76683	-	389208	TMPRSS11F
chr4	68063062	68080645	17584	+	550113	LOC550113
chr4	68226653	68245720	19068	-	132724	TMPRSS11B
chr4	68310387	68350089	39703	-	91746	YTHDC1
chr4	68447449	68497604	50156	+	28983	TMPRSS11E
chr4	68537184	68568527	31344	-	7367	UGT2B17
chr4	68537413	68670628	133216	-	7366	UGT2B15
chr4	68815993	68831196	15204	+	7365	UGT2B10
chr4	68928463	68951791	23329	-	79799	UGT2A3
chr4	69004618	69214731	210114	-	10720	UGT2B11
chr4	69051363	69112987	61625	+	7364	UGT2B7
chr4	69280487	69423402	142916	+	54490	UGT2B28
chr4	69480165	69526014	45850	-	7363	UGT2B4
chr4	69588417	69653249	64833	-	10941	UGT2A1
chr4	69589309	69639642	50334	-	574537	UGT2A2
chr4	69721162	69787961	66800	-	27284	SULT1B1
chr4	69810780	69860152	49373	-	6783	SULT1E1
chr4	69931081	69946574	15494	+	1446	CSN1S1
chr4	69955256	69961007	5752	-	1447	CSN2
chr4	69995930	70002570	6641	+	6779	STATH
chr4	70028413	70036538	8126	+	3347	HTN3
chr4	70050402	70058845	8444	+	3346	HTN1
chr4	70133616	70158777	25162	+	100337616	CSN1S2BP
chr4	70152076	70176799	24724	+	401137	PRR27
chr4	70196496	70204576	8081	+	54959	ODAM
chr4	70226071	70235252	9182	+	260436	FDCSP
chr4	70242588	70251428	8841	+	1448	CSN3
chr4	70334966	70337116	2151	+	85438	CABS1
chr4	70360761	70367158	6398	+	26952	SMR3A
chr4	70370093	70390244	20152	+	10879	SMR3B
chr4	70397882	70410194	12313	+	58503	OPRPN
chr4	70430492	70482997	52506	+	4589	MUC7
chr4	70518540	70532742	14203	+	401138	AMTN
chr4	70592256	70607288	15033	+	258	AMBN
chr4	70628744	70686816	58073	+	10117	ENAM
chr4	70655541	70681817	26277	-	3512	JCHAIN
chr4	70688479	70690551	2073	+	57050	UTP3
chr4	70704424	70807315	102892	+	22902	RUFY3
chr4	70815782	70839945	24164	-	2926	GRSF1
chr4	70902326	71022449	120124	+	92597	MOB1B
chr4	70993439	71030914	37476	+	1633	DCK
chr4	71187286	71572087	384802	+	8671	SLC4A4
chr4	71741693	71804041	62349	-	2638	GC
chr4	72031804	72148067	116264	+	10886	NPFFR2
chr4	72280969	72568799	287831	-	9508	ADAMTS3
chr4	73052362	73069755	17394	-	285521	COX18
chr4	73073376	73258798	185423	-	26057	ANKRD17
chr4	73397114	73421412	24299	+	213	ALB
chr4	73431138	73456174	25037	+	174	AFP
chr4	73481683	73504001	22319	+	173	AFM
chr4	73508803	73534128	25326	+	728040	LINC02499
chr4	73571550	73620631	49082	-	166824	RASSF6
chr4	73740506	73743716	3211	+	3576	CXCL8
chr4	73836497	73849064	12568	+	6372	CXCL6
chr4	73853189	73854155	967	+	5197	PF4V1
chr4	73869393	73871242	1850	+	2919	CXCL1
chr4	73981077	73982124	1048	-	5196	PF4
chr4	73987038	73988197	1160	-	5473	PPBP
chr4	73995642	73998779	3138	-	6374	CXCL5
chr4	74036589	74038807	2219	-	2921	CXCL3
chr4	74097035	74099293	2259	-	2920	CXCL2
